number_of_rooms,lot_size,house_size,number_of_bathrooms,size_of_the_yard,distance_to_santa_monica,distance_to_malibu,distance_to_closest_freeway_entrance,distance_to_shopping_center,distance_to_the_beach,solar_pannel,number_of_parking_spot,gated,HOA,school_district,price
6,2257,2425,3.6,0,1.12,13.5,1.78,0.39,0.97,1,3,0,1,7.6,2177986
4,8429,2177,1.8,6283,2.88,21.31,0.86,1.31,1.91,0,4,0,0,7.91,472869
7,4479,3367,4.7,850,1.41,22.65,1.3,1.44,4.27,0,4,1,0,8.05,1817787
10,35882,5461,4.5,31331,16.84,7.51,7.43,7.3,0.41,0,6,0,0,8.72,7603979
3,5248,1883,1.8,3508,2.37,15.13,1.68,0.96,0.58,0,2,0,0,7.49,1169420
5,5167,2525,4.1,3210,2.36,13.04,0.56,0.17,1,1,5,0,0,7.72,2373232
3,4363,1639,2.4,2930,1.46,17.84,1.18,1.95,2.95,0,3,0,1,7.33,250000
3,4905,1105,1.9,3991,1.94,23.03,2.35,0.25,1.05,1,3,0,0,7.3,250000
10,27891,5063,6.1,23244,23.71,7.78,11.36,2.88,1.4,0,6,0,0,8.09,6912045
8,23615,3211,4.7,19959,21.03,3.7,13.1,3.52,1.03,0,5,1,1,8.09,5153856
2,5860,1356,1.7,3731,1.85,12.19,2.05,0.13,0.5,1,2,0,1,7.55,540636
4,5765,1662,2.9,3932,1.9,16.46,2.48,0.34,0.1,0,3,1,0,7.93,1090684
10,44187,6953,5.8,37867,13.44,5.55,10.85,5.86,1.61,1,6,0,1,8.61,10787424
3,5694,1908,2.6,3535,0.51,13.09,1.86,0.64,1.65,0,3,0,1,7.52,1231322
3,3336,1885,1.9,742,2.41,19.84,2.02,0.56,0.35,1,4,1,0,8.06,1148214
3,6574,1359,2.3,5891,1.87,16.17,1.11,0.74,1.57,1,3,0,1,7.58,487452
10,42805,6320,5.4,37412,12.49,8.74,10.98,2.03,0.15,0,6,1,0,8.31,9965083
5,24029,2296,3.7,21722,12.13,3,12.89,4.64,1.3,1,4,0,1,7.5,3250373
3,3427,1117,1.8,2694,1.5,23.92,1.53,0.86,0.17,0,1,0,1,7.79,250000
4,2633,1596,2.4,1995,2.74,15.05,0.88,0.79,3.85,0,2,0,0,7.8,250000
7,3580,3129,5,910,1.43,23.2,1.79,0.14,0.23,1,4,0,0,7.8,3348988
6,14734,2502,3.9,12619,14.9,1.06,12.55,4.97,0.59,1,3,1,1,7.82,3127975
5,54513,2963,2.6,51451,12.37,8.63,7.77,3.17,0.76,1,4,1,1,8.04,5236162
2,2057,1128,2.2,1067,0.88,18.05,2.49,0.71,0.99,0,3,1,1,8.26,250000
9,3251,3249,4.7,0,3.88,20.8,1.29,1.75,2.31,1,5,0,0,7.8,1915507
10,59368,6353,4.7,53546,25.83,2.63,12.38,2.02,0.48,0,6,0,0,8.19,9846769
6,4131,3200,2.9,1372,3.94,15.44,0.23,1.62,1.67,0,5,0,0,7.77,1655037
8,23000,3509,4.1,19648,17.27,0.29,13.55,1.8,0.65,1,5,1,1,8.22,5122657
5,4473,2499,3.4,2636,1.35,14.27,1,0.23,0.84,0,4,0,1,7.63,2308761
4,5305,2221,3.2,3454,1.58,18.81,2.06,0.55,1.3,0,3,0,0,8.04,1494402
4,2167,1749,2.9,910,1.36,18.74,1.62,0.87,0.52,0,2,0,0,7.25,1123634
10,25304,4911,6,20578,26.21,6.45,9.66,4.9,1.04,1,6,1,0,7.83,7291576
2,7218,1211,2.3,7121,2.55,21.41,0.67,1.92,2.82,0,3,0,1,7.39,250000
4,4114,2325,2.7,2013,2.14,14.78,1.36,1.01,0.86,0,4,0,0,7.58,1803215
5,1814,2211,3,0,1.03,22.78,0.39,0.16,1.61,1,4,0,1,7.61,1572718
5,5454,2460,3.1,4110,1.41,20.38,1.71,1.19,0.51,1,3,0,0,7.53,2294000
10,24542,4777,4.8,20703,24,9.08,8.38,3.4,0.92,0,6,0,1,8.03,7216060
5,2349,2249,3.2,587,0.4,13.79,2,1.15,1.53,1,4,1,1,7.45,1955074
3,6542,1872,2.4,4467,3.31,15.11,1.45,0.26,2.74,0,3,0,0,7.45,250000
3,4310,1263,2.4,3624,1.76,18.91,1.93,0.19,1.74,0,3,0,0,7.64,250000
4,5619,1707,2.8,3373,0.83,14.42,2.11,0.46,0.58,1,2,0,0,8.02,996061
3,3744,1696,1.9,2985,0.69,19.85,0.94,0.95,0.96,0,4,0,1,7.65,844325
6,2513,3024,3.7,0,3.94,15.06,1.52,0.88,1.5,1,4,0,0,7.68,1635659
2,5624,1358,2.8,4684,1.58,15.36,1.75,0.86,0.82,0,3,1,1,7.62,624006
6,4616,2404,3.1,3174,2.94,21.74,1.28,1.42,1.38,0,3,0,0,7.37,1034169
3,1982,985,2.6,937,0.33,18.92,2.2,0.46,0.16,0,1,0,1,7.6,250000
3,17075,2060,2.7,14878,23.24,3.84,7.18,5.63,0.73,0,4,0,1,7.47,2229860
6,3165,2226,2.9,1009,1.42,15.29,1.83,1.34,0.17,0,4,0,1,7.56,1978017
7,3515,2786,3.9,1444,0.57,18.58,2.02,1.26,1.23,0,5,0,1,7.81,2744031
6,5324,2538,3.3,2849,1.72,23.36,1.11,0.16,1.64,1,4,0,1,7.76,2153502
6,5542,2786,3.5,2605,3.77,22.81,1.74,1.01,2.85,1,3,0,1,7.91,1194815
4,4317,2168,3.6,2027,2.27,17.12,0.66,0.54,2.18,0,2,0,0,7.53,583488
7,6057,2334,5.5,3514,2.4,22.85,0.63,0.16,0.78,0,3,0,1,7.87,2203288
3,5953,1669,2.9,4833,1.01,20.51,2.34,1.1,1.42,0,3,0,1,7.52,952324
7,49967,2711,4.2,47819,23.47,2.03,4.93,4.94,1.83,0,4,0,0,7.6,4454770
5,6371,2524,2.5,4170,2.2,13.67,1.18,0.5,0.12,0,3,0,1,7.95,2302226
8,8787,3377,4.9,5686,2.65,19.34,0.2,1.48,2.98,0,5,0,0,7.89,2100636
5,2945,2305,3.6,1480,3.79,20.08,1.46,0.25,3.55,1,3,0,0,7.6,543234
4,8621,2073,2.6,5637,2.7,24.62,0.71,1.41,3.65,0,3,1,0,7.65,286088
10,48899,5929,5.8,43803,18.24,4.96,9.93,6.49,1.71,0,6,1,1,8.32,9046606
6,8634,1771,4.3,7228,1.62,24.77,0.44,1.44,2.05,0,3,0,0,7.36,488469
4,6727,1857,2.6,5983,0.92,17.36,0.78,0.24,0.35,0,2,0,1,7.98,1239315
3,6049,1271,2.3,5027,0.88,17.89,1.61,0.88,0.27,0,3,0,0,7.62,431578
2,5333,1328,2.3,4196,2.32,15.95,1.4,0.5,2.69,0,2,0,0,7.5,250000
10,31440,6981,5.3,25097,14.51,7.15,10.53,7.08,0.28,1,6,0,0,8.48,9632603
10,26811,6523,5.4,21393,15.91,7,11.36,2.77,0.15,0,6,0,1,8.65,10032904
5,28109,2209,2.9,25185,24.72,4.65,12.27,3.95,0.51,0,4,0,0,7.44,2759907
2,4403,1299,2.1,3832,1.04,16.63,0.93,1.5,0.23,0,2,0,0,7.43,383291
6,3938,2533,3.1,1890,0.69,12.22,1.38,0.73,0.2,0,4,0,0,7.5,2431990
3,6164,1690,2.5,5129,1.21,23.06,1.14,1.72,1.91,1,2,0,0,7.38,250000
10,33498,5030,5.5,28403,19.93,4.64,12.48,2.92,0.17,1,6,0,0,8.13,7497041
6,5072,2448,4.2,1879,1.27,14.1,0.52,0.54,0.89,1,3,0,1,7.9,2239392
3,3940,1970,3.2,3013,1.16,19.5,0.67,1.31,1.04,0,3,0,1,7.37,1388460
5,5325,2798,2.9,2659,1.01,21.04,1.17,1.54,4.11,0,4,0,1,7.32,1124132
6,6226,2918,3.8,4157,0.74,19.46,0.87,0.42,0.14,0,3,1,0,7.77,2964417
4,2186,1578,2.3,755,2.16,20.26,2.23,0.25,0.87,0,3,0,0,7.46,710953
6,3906,2674,4.1,943,0.44,13.89,1.68,0.9,0.36,0,3,0,0,7.89,2508046
4,5432,1699,3.3,4589,1.14,14.83,1.96,1.13,0.14,0,3,0,0,7.95,1162128
10,42549,6329,5.1,37436,26.2,4.2,5.37,5.34,1.76,0,6,1,0,7.97,9688245
6,8282,2793,2.9,5245,3.38,17.39,0.66,1.76,3.15,1,5,0,0,7.5,1358930
3,6371,2451,2.1,3681,1.3,14.53,1.05,0.9,0.36,0,4,1,1,8.2,1987240
3,2995,1771,2.9,1579,1.94,21.15,1.13,1.86,3.77,0,2,0,1,7.54,250000
3,7932,1063,1.6,6410,1.39,24.15,1.37,0.95,4.11,0,3,1,0,7.56,250000
3,6452,1130,2.4,5982,1.58,16.08,2.07,0.93,0.76,0,3,0,0,7.35,302042
4,3512,1751,3.7,1313,1.9,22.4,1.94,1.01,1.4,0,2,1,1,7.88,1008377
7,8552,2534,4.4,5581,1.72,16.59,1.09,1.83,1.25,0,3,0,0,8.06,1356495
7,5820,3478,4,2284,3.64,25.49,0.82,1.78,3.67,0,5,0,0,7.77,1925865
6,4308,2787,2.7,2100,2.31,24.28,0.83,1.04,2.51,0,4,0,0,7.27,1338954
5,1992,2481,3.3,0,2.48,23.03,1.8,1.28,0.53,1,5,1,0,7.79,2172286
6,11311,2398,3.5,9320,23.53,1.91,5.58,4.8,1.69,0,5,0,0,7.57,2525824
3,3646,2576,3.2,657,1.54,22.96,0.62,0.18,1.01,0,3,0,0,7.52,2069702
5,20822,1948,2.9,18877,15.76,3.7,4.35,1.82,0.72,0,3,1,1,8.16,2343778
10,9363,5211,5.7,4560,16.62,0.93,8.89,1.94,1.5,1,6,0,0,7.8,7401402
6,5187,3101,4,2752,3.07,15.34,0.98,1.46,1.3,0,4,0,0,7.85,1766464
8,4674,3400,4.5,2352,2,20.45,1.11,1.15,2.67,1,3,0,0,8.2,2003430
8,53201,3596,4.3,50009,24.98,2.74,10.6,1.54,0.14,0,5,1,0,7.99,5735574
7,2481,3187,4.5,0,0.78,20.65,0.78,1.33,0.76,0,4,0,0,8.47,2866051
6,2455,2523,3.2,902,1.01,17.18,1,1.84,1.44,1,3,1,0,8.06,1078092
5,4152,1768,3.2,2126,0.81,23.93,1.91,0.64,1.51,0,2,0,0,7.69,999571
10,56515,5186,5.5,52263,20.3,8.84,9.68,1.71,0.8,1,6,0,1,8,8224651
10,39044,6022,5.6,34326,16.08,7.55,6.02,4.73,0.92,0,6,0,0,7.9,8797446
4,2850,1788,3.3,791,1.69,16.68,1.22,0.89,1.6,1,2,1,1,7.91,270025
10,57140,4768,6,52849,14.47,1.81,9.84,3.2,1.83,0,6,1,0,8.25,8221687
10,16682,5939,6,10592,14.6,4.68,5,5.29,0.99,1,6,0,0,8.56,8559057
6,3642,2744,4.2,1688,0.67,17.92,1.69,1.04,1.34,0,5,1,1,8.11,2467783
8,5134,3246,5.3,2086,3.07,21.9,0.55,0.93,2.52,0,4,0,0,7.56,2057442
7,3124,2696,4.5,0,0.53,17.58,1.78,1.45,1.8,0,3,0,1,7.71,2544330
3,6913,1433,1.7,5293,0.63,20.58,0.7,0.66,0.6,0,1,0,0,7.4,592640
5,4211,2118,3,2860,2.42,22.86,1.64,0.15,1.14,1,3,0,0,7.44,1636740
7,29382,2334,4.6,27249,24.2,2.35,5.44,4.85,1.38,0,3,1,0,7.92,3162216
3,50545,1826,2.3,49363,20.98,4.12,12.06,1.2,0.47,1,3,0,1,7.61,2990827
2,2617,1249,1.3,1908,2.19,25.33,1.65,1.04,1.5,0,4,0,0,7.39,250000
7,42108,2783,4.9,39286,21.77,4.17,10.35,4.21,1.02,0,3,1,0,8.13,4484804
7,5184,3111,5,2810,0.56,22.91,1.63,0.93,0.19,0,5,0,0,7.87,3268154
4,3800,1669,2.6,2243,2.18,17.73,2.49,1.13,1.55,0,2,0,0,7.35,860103
7,2548,2770,5,0,2.62,21.77,0.64,0.7,3.8,1,4,0,0,7.66,1224793
6,1880,2590,3.7,0,0.12,22.47,0.42,1.01,0.74,0,5,0,1,7.95,2342924
6,6235,2624,4.3,4377,1.34,18.14,1.55,1.26,1.36,0,4,0,1,7.61,2449386
5,3265,2257,2.6,1574,2.23,19.64,0.83,1.31,1.17,0,4,0,1,7.92,1574814
5,3996,1552,3.8,2833,1.39,16.9,0.45,1.31,3.1,0,2,0,0,7.86,250000
8,2464,2906,4.6,363,0.3,14.27,0.91,1.49,0.81,0,5,1,1,7.62,2996414
10,42958,4880,5.3,38239,24.13,5.7,5.59,3.1,1.16,0,6,1,1,8.27,7498126
5,4472,1978,4,2453,1.47,24.02,1.01,1.2,4.09,0,3,1,0,7.33,315493
7,2265,3196,3.4,0,1.91,19.46,1.59,0.81,0.54,1,5,0,0,8.08,3114862
10,52471,5195,6,48255,15.21,0.91,4.48,5.21,0.17,1,6,0,0,8.19,8533512
2,8516,1541,1.5,6856,3.07,25.87,1.26,0.32,3.06,0,4,0,0,7.81,250000
4,25138,1712,3,23723,15.12,9,10.99,6.49,0.34,0,4,0,1,7.88,1969212
3,4254,941,2.3,3203,0.29,19.3,0.73,1.07,1.44,0,2,1,0,7.69,250000
2,2569,1007,1.6,1676,0.57,22.72,1.73,1.13,1.16,0,3,1,0,7.66,250000
2,28998,1412,2.3,27989,19.98,6.27,11.76,7.59,1.84,0,2,1,0,7.65,1301913
3,4282,1810,1.2,1900,1.27,23.28,1.75,0.51,0.39,1,3,0,1,7.45,1101388
10,39233,5016,5.5,34813,19.96,9.11,10.94,3.55,0.55,1,6,1,1,8.3,8312702
8,5600,3150,5.4,1989,1.36,15.13,1.56,1.07,0.45,0,5,0,1,7.6,3451314
7,4347,3142,5,1235,1.93,22.22,1.41,0.84,0.45,0,6,0,1,7.68,3255612
4,41512,2040,2.9,40989,14.3,2.87,9.94,6.22,0.62,1,2,0,0,7.77,2942780
7,2203,3193,4,206,0.75,13.69,1.84,1.25,0.21,0,5,0,0,7.87,3364248
8,27997,3837,5.7,24743,25.58,1.26,9.65,6.03,1.53,0,5,1,0,7.9,5172908
2,4371,1108,1.1,3346,1.52,17.11,0.48,0.57,3.69,1,3,0,0,7.65,250000
7,3887,3063,4.4,1215,2.49,14.08,1.15,1.64,1.88,1,5,0,0,7.78,1798705
7,4197,3096,3.9,1686,0.81,17.87,1.15,0.98,0.43,1,5,0,1,7.68,3246419
5,2625,1799,3.9,936,0.81,19.19,1.1,1.09,0.97,0,3,0,0,7.92,1085810
4,2620,1526,2.9,1171,0.34,23.12,2.22,0.53,0.52,0,3,1,0,8.07,672780
8,31791,2702,4.6,29689,21.6,2.79,6.55,6.61,0.39,0,5,1,0,8.25,3647299
4,3336,1835,1.6,1492,1.38,17.84,1.88,0.76,1.64,0,4,0,0,7.26,1053479
5,5915,2423,2.6,3961,1.17,18.93,1.99,1.14,0.42,0,3,0,1,7.61,2220633
5,2637,2552,3.2,794,2.07,19.2,0.88,1.34,3,1,4,1,0,7.85,856881
4,1980,1825,2.7,0,0.79,15.17,2.4,0.43,0.32,0,3,0,0,7.71,1174667
3,6266,1635,2,5639,0.79,15.93,1.99,0.34,0.75,1,3,0,1,7.47,1034765
9,35572,4774,5.1,31798,27,5.68,4.06,7.07,0.64,0,6,1,1,8.35,6443304
9,44617,4423,5.5,40483,18.13,4.19,8.33,3.31,1.43,1,6,0,1,8.04,6871864
2,8697,1096,1.3,6895,1.88,14.83,1.61,1.27,2.87,0,2,0,0,7.32,250000
3,3162,1304,1.7,1818,2.92,24.21,0.31,0.39,2.98,0,2,1,0,7.54,250000
10,26360,6174,5.6,20222,19.54,2.83,6.6,4.89,0.25,0,6,1,1,8.34,9515688
10,11785,5566,5.5,6348,21.27,3.71,4.79,5.15,0.15,0,6,1,1,8.41,7771364
4,15097,1655,2.7,13135,15.43,7.83,10.32,2.42,1.51,0,2,1,1,7.91,1619218
4,3872,2060,2.8,3107,0.87,23.72,1.9,0.77,1.38,1,4,0,0,7.41,1485955
4,5697,1567,2.8,4071,2.48,14.01,1.58,0.22,1.02,0,3,0,1,7.45,250000
6,2595,2207,3.7,639,0.35,14.42,0.82,0.72,0.18,1,3,0,0,7.78,1901502
7,3759,3162,3.8,1122,3.21,17.32,1.41,0.64,3.36,0,3,0,0,7.63,1628618
6,5674,3156,3.5,2635,1.97,22.33,0.31,0.27,1.05,1,4,0,1,7.82,3119342
10,16088,3901,5.6,13177,12.71,0.59,13.43,6.64,1.11,0,5,1,1,7.56,5516975
10,54739,6958,4.8,48544,20.81,3.57,6.4,1.05,1.48,1,6,1,0,8.28,10092911
6,4697,3015,3.5,1395,3.71,17.39,1.74,1.32,4.07,0,4,1,0,7.83,1364586
5,4639,3185,3.3,1949,1.46,12.02,2.35,0.43,1.27,1,4,0,0,7.43,3221833
7,4167,2616,4.6,2474,2.24,19.02,1.89,0.61,0.94,1,2,0,1,7.7,2556881
6,8724,1940,4.4,6059,1.88,21.21,0.55,1.2,1.54,0,2,0,0,7.81,589244
3,4031,1253,2.4,2875,1,21.16,0.54,0.22,2.26,0,2,0,0,7.61,250000
10,29979,4487,5.4,26379,20.04,8.07,6.67,2.03,1.53,0,6,1,1,7.84,7160085
5,23369,2252,3,21098,27.8,7.51,8.15,7.54,0.27,1,4,0,0,7.54,2572613
5,4475,2273,3.5,2261,0.18,16.96,2.13,0.72,0.39,0,2,0,0,7.23,2212196
6,6939,2891,3.4,3678,2.23,20.23,0.65,0.9,1.5,0,4,1,1,8.09,2560919
7,4976,2961,4.7,2584,1.44,20.8,1.3,0.83,1.28,0,5,0,1,8.03,2877645
6,2888,2928,4,247,0.24,14.72,1.07,1.15,1.05,0,3,0,0,7.83,2727696
6,6906,2969,3.8,4744,0.57,18.06,1.62,1.25,1.61,1,4,1,1,7.95,2864951
6,26637,2164,4,25008,20.17,3.51,7.52,5.44,1.78,0,5,0,0,7.83,2727675
7,56095,2642,4,53412,23.48,6.17,11.34,2.7,1.42,0,4,1,1,8.21,4549970
10,18904,4511,5.8,14733,25.26,8.75,6.87,1.55,0.54,0,6,1,1,7.98,6648935
4,6024,1302,2.2,4300,2.22,13.46,0.67,0.77,1.71,0,3,1,0,7.67,409090
2,2952,1174,1.2,1628,1.66,20.96,1.79,1.39,0.35,0,2,0,1,7.66,250000
3,27005,2016,2.5,25571,27.84,6.62,13.82,4.28,0.85,0,2,0,0,7.5,2264671
4,5529,1620,3.2,2650,0.49,18.93,0.77,0.48,1.16,0,2,0,0,7.45,980837
4,3945,1845,2.6,2765,3.69,19.06,1.15,0.39,1.63,0,3,0,0,7.42,250122
3,6094,1197,1.4,5864,0.41,14.69,1.51,0.45,0.96,0,2,0,0,8,250000
3,2757,1047,2.6,1148,1.98,15.8,1.65,0.52,2.38,0,2,0,0,7.33,250000
8,7607,3864,5.5,4205,27.69,6.67,7.55,1.85,1.93,1,6,0,0,7.62,4827029
10,46502,4610,5.3,42550,19.82,2.71,8.75,5.42,1.59,0,6,0,0,7.45,6903440
2,2751,1124,2.4,2161,0.68,15.16,0.84,0.4,1.35,0,2,0,1,7.77,250000
10,22286,6611,5.8,15854,17.13,5.49,8.6,6.44,0.22,0,6,1,1,8.74,8728574
3,3944,1675,1.9,2433,1.67,23.82,2.09,0.37,1.08,1,4,0,0,7.42,817803
10,26910,6667,5.7,21232,18.25,2.2,5.19,6.96,0.16,0,6,0,1,8.42,8665458
4,2119,1746,3.2,965,1.31,21.19,1.4,1.2,0.3,0,3,0,1,7.53,1147682
3,4338,1586,2.1,3201,3.91,24.95,0.91,0.45,3.55,0,1,0,0,7.46,250000
7,5669,3043,4.1,3492,0.48,17.59,0.99,0.6,0.79,0,4,1,0,7.61,3196434
7,3103,3120,4.3,16,0.83,19.84,0.6,1.25,1.02,1,4,0,1,7.85,3038531
5,11827,1928,3.6,9647,23.47,3.29,10.59,4.73,1.97,1,3,0,1,7.45,1871715
4,2638,2698,2.9,114,1.78,13.06,1.67,1.32,1.29,1,5,0,1,7.76,2259881
9,4257,2967,4.9,2081,1.9,23.33,0.8,0.84,0.64,0,5,0,0,7.88,2941718
5,6659,2638,3,4011,0.76,12.07,2.06,0.69,1.19,0,5,0,1,7.57,2583698
4,3445,1880,2.6,2468,3.23,21.92,0.63,0.42,1.15,0,3,0,0,7.41,315349
5,3708,2651,3.9,789,1.89,16.98,0.56,0.49,0.96,0,5,0,0,7.74,2306734
7,7564,3107,4.1,4657,3.98,15.05,0.99,1.14,3.82,1,5,0,0,7.5,1803806
5,6281,2317,2.6,4392,2.47,13.62,1.08,0.54,1.6,0,3,0,0,7.46,1856720
2,6462,1056,2.3,6021,0.34,14.94,2.4,0.22,1.49,0,1,0,1,7.73,250000
6,4456,2310,3.8,1989,0.49,12.92,0.73,0.69,1.61,0,3,1,0,7.81,1982142
7,2236,2508,4.5,475,1.27,14.32,1.6,0.86,0.25,0,3,0,1,7.47,2497274
2,3100,903,1.6,3082,1.66,12.51,0.76,1.11,1.23,0,2,0,0,7.68,250000
4,8380,1420,2.9,6729,3.45,16.36,0.24,1.13,2.11,0,2,0,0,7.34,250000
6,2243,2890,3.2,63,0.21,16.57,0.52,1.18,0.63,0,4,0,0,7.95,2569037
7,6234,2704,3.8,3806,19.03,5.72,13.16,7.22,1.31,0,4,0,1,7.96,2988652
8,3909,3312,3.8,1574,3.43,15.92,1.52,1.95,3.23,0,4,1,0,8.03,1802414
4,3216,1801,3.6,1811,0.13,23.63,1.47,1.18,0.54,0,3,0,0,7.82,1078036
10,34985,6441,5.5,29138,19.78,5.75,7.82,5.26,0.71,0,6,0,0,8.54,9871123
5,39445,2025,4,36941,13.42,7.82,10.5,1.97,0.58,0,4,1,1,7.97,3578942
3,5499,1590,2.4,4385,3.65,20.39,1.15,1.98,4.45,0,3,1,0,7.74,250000
5,6733,2324,2.9,4596,0.65,16.61,1.89,0.52,1.6,0,3,0,1,7.95,1922829
8,4779,3073,4.7,1411,2.03,16.76,0.7,0.99,1.75,1,6,0,0,8.08,1935109
4,3705,1143,2.5,3230,2.47,13.03,0.67,0.77,1.57,1,3,0,1,7.62,250000
4,3460,1625,3,2173,0.36,20.75,0.6,0.17,1.42,1,4,0,1,7.83,884534
7,7914,3243,5,4952,1.53,16.36,0.23,0.44,1.92,0,6,0,0,7.63,2332960
6,2942,2772,3.2,53,1.89,19.31,0.83,0.34,0.19,0,3,0,1,7.98,2484347
4,23061,1496,2.7,21945,26.39,9.25,4.51,0.84,1.65,0,2,0,1,7.5,1444637
3,12361,1946,1.7,10847,17.17,6.43,11.11,7.14,1.13,1,4,1,0,8.27,1642486
6,2077,2896,4.9,0,1.39,18.85,1.52,1.16,0.35,1,5,0,1,7.88,2984952
6,3755,2677,3,1070,1.49,16.82,1.7,1.13,0.14,0,5,0,1,7.88,2490024
7,2700,2565,4.3,83,1.3,21.18,2.2,0.45,1.26,0,4,1,0,7.74,2295242
5,23457,2739,3.1,21578,22.38,0.65,5.71,3.74,0.78,0,4,0,0,7.55,3352338
10,44220,5635,6.1,38692,22.91,1.24,13.58,7.35,0.55,0,6,0,0,8.09,8161409
3,8164,1430,3.4,6635,3.68,18.68,1.55,1.12,4.02,0,3,0,1,7.56,250000
6,6751,2614,4.5,4476,0.93,15.66,1.72,0.93,1.66,1,4,0,1,7.76,2460097
4,5536,2196,3,3621,3.51,17.82,0.94,0.56,1.88,0,2,0,1,7.58,681719
4,6670,959,2.5,6249,1.49,19.17,2.03,1.43,0.7,0,2,0,0,7.67,250000
10,40170,5119,6.4,34992,13.66,6.72,8.54,5.49,0.72,0,6,0,1,8.18,8264770
7,4339,3036,4.5,1270,2.49,16.32,1.4,0.44,1.62,1,5,0,1,7.91,1992801
5,5497,2488,3.1,2875,0.85,20.83,1.51,0.88,0.72,0,4,1,0,8.03,2142060
8,7633,3539,4.7,4156,3.58,20.69,0.78,1.07,3.95,0,6,0,0,7.54,2164911
10,8822,6595,6,3228,12.02,9.4,8.55,1.54,1.38,0,6,0,0,8.2,9316955
5,4116,2354,2.5,2398,1.63,19.01,0.94,1.43,0.77,0,3,0,1,7.79,1811270
2,2168,1392,1.7,0,1.61,12.34,1.6,1.44,1.45,1,2,1,0,7.76,307141
5,4130,2974,3.4,750,0.54,21.68,0.34,1.39,0.95,0,5,0,1,7.43,2671758
2,5779,1345,2.4,4189,1.59,15.7,1.31,1.15,2.5,0,3,0,1,7.6,250000
7,24665,3323,3.9,21473,27.11,9.16,9.48,3.44,1.75,0,5,1,0,8.46,4427867
8,32611,3678,5.6,29471,21.84,6.65,11.51,5.61,1.52,0,5,1,1,8.04,5451351
4,2584,2454,2.7,0,1.83,18.43,0.94,1.59,2.76,0,4,0,0,7.63,650458
9,7735,3501,5.1,4207,3.24,19.15,0.68,0.43,3.2,0,4,0,0,7.65,2384493
3,2635,1457,2,757,1.34,18.16,0.75,1.69,1.79,0,3,0,0,7.35,250000
4,6903,1589,3.2,5403,0.77,23.68,1.9,0.92,1.29,0,2,0,0,7.39,899393
5,5124,2232,3.3,3116,2.19,21.49,2.42,0.94,1.29,0,5,1,1,7.82,1825270
8,4009,2828,4.6,1309,2.24,15.42,1.81,0.21,0.8,0,5,0,0,7.81,2706630
6,4475,2472,4,2060,0.31,22.44,1.61,1.49,0.14,1,3,0,0,8.22,2110418
6,3997,2465,3.7,1747,3.13,21.02,1.3,0.66,3.91,0,4,0,0,7.71,719296
6,2636,2913,4.8,0,0.97,17.22,0.79,0.7,0.49,0,5,0,1,7.57,3002499
2,2231,964,1.5,2085,1.36,16.05,2.42,0.34,1.45,1,3,0,0,7.58,250000
4,7288,1283,3.7,5887,3.83,20.61,1.24,0.26,4.36,0,1,0,0,7.49,250000
7,8463,3114,3.9,6006,1.66,23.58,1.73,0.45,4.43,1,5,0,0,7.64,1750909
2,7955,1813,1.6,5632,2.57,14.1,1.3,0.55,2.68,1,3,0,1,7.43,250000
6,8924,2674,3.4,7025,1.38,19.49,0.95,1.64,4.21,0,4,0,0,7.59,1115275
10,19814,5284,4.8,14690,18.48,0.51,8.13,4.76,0.39,0,6,0,0,8.07,7736373
6,5046,3517,3.3,2223,1.2,23.96,0.99,0.21,1.92,0,5,0,0,7.79,2281319
4,3176,1004,3.3,2281,0.96,15.06,1.14,0.91,1.34,0,1,0,0,7.55,250000
6,1833,2555,4,0,1.09,13.24,2.43,1.19,1.33,1,4,0,0,7.69,2264117
7,5755,2616,4.3,3330,1.3,16.17,1.18,1.38,1.09,0,3,1,0,8.04,1452077
2,4563,976,2.1,4356,2.46,21.9,1.7,0.19,0.23,1,3,0,1,7.6,250000
10,13089,5510,5.5,8473,27.09,3.45,7.66,1.4,1.32,1,6,0,0,8.04,8034960
3,6384,1968,2,3824,1.26,14.26,0.89,1.07,3.88,0,3,0,0,7.41,250000
4,6735,2332,3.8,4350,0.24,12.75,1.65,0.86,0.22,0,3,1,0,7.81,2170579
6,5488,2733,3.2,2807,2.63,18.78,1.38,0.25,2.89,1,4,1,0,8.12,1194930
3,4733,1636,1.8,2514,0.48,20.96,0.3,0.91,1.57,1,3,0,1,8.11,550561
5,2271,2017,2.5,806,2.02,19.54,0.53,1.34,1.66,0,3,1,0,8.04,1143328
10,45538,6214,6.4,39880,23.24,6.43,8.59,4.16,0.87,0,6,0,0,8.26,9560785
10,11630,5140,5.2,7726,21.75,7.19,8.74,2.74,1.36,0,6,0,1,8.01,7440393
2,4986,1033,2.3,2915,1.76,21.39,1.17,0.34,0.15,0,2,0,0,7.34,250000
6,6035,2515,2.5,3820,1.95,13.48,0.79,0.91,1.56,1,3,1,1,7.36,2355663
2,5034,1109,1.1,4013,3.16,17.37,0.28,0.24,4.26,0,3,0,0,7.62,250000
5,3712,2346,2.9,1324,1.21,18.17,1.04,0.61,3.31,1,5,0,1,7.67,711620
8,7267,3346,4,4631,2.65,24.35,1.07,1.28,2.56,0,6,0,0,7.65,2163573
4,3546,1572,3.4,2648,1.18,15.17,1.05,1.37,0.67,0,2,0,0,7.59,910028
